ISO3,Country,Dataset,Source,Type,Access,TemporalStart,TemporalEnd,Frequency,Coverage
PYF,French Polynesia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
PYF,French Polynesia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
PYF,French Polynesia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
PYF,French Polynesia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
PYF,French Polynesia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
PYF,French Polynesia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
PYF,French Polynesia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
PYF,French Polynesia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
PYF,French Polynesia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
PYF,French Polynesia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
PYF,French Polynesia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
ATF,French Southern Territories,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
ATF,French Southern Territories,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
ATF,French Southern Territories,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
ATF,French Southern Territories,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
ATF,French Southern Territories,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
ATF,French Southern Territories,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
ATF,French Southern Territories,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
ATF,French Southern Territories,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
ATF,French Southern Territories,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
ATF,French Southern Territories,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
ATF,French Southern Territories,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GAB,Gabon,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GAB,Gabon,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GAB,Gabon,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GAB,Gabon,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GAB,Gabon,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GAB,Gabon,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GAB,Gabon,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GAB,Gabon,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GAB,Gabon,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GAB,Gabon,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GAB,Gabon,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GMB,Gambia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GMB,Gambia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GMB,Gambia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GMB,Gambia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GMB,Gambia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GMB,Gambia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GMB,Gambia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GMB,Gambia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GMB,Gambia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GMB,Gambia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GMB,Gambia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GEO,Georgia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GEO,Georgia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GEO,Georgia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GEO,Georgia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GEO,Georgia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GEO,Georgia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GEO,Georgia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GEO,Georgia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GEO,Georgia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GEO,Georgia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GEO,Georgia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
DEU,Germany,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
DEU,Germany,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
DEU,Germany,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
DEU,Germany,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
DEU,Germany,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
DEU,Germany,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
DEU,Germany,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
DEU,Germany,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
DEU,Germany,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
DEU,Germany,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
DEU,Germany,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GHA,Ghana,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GHA,Ghana,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GHA,Ghana,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GHA,Ghana,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GHA,Ghana,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GHA,Ghana,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GHA,Ghana,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GHA,Ghana,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GHA,Ghana,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GHA,Ghana,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GHA,Ghana,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GIB,Gibraltar,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GIB,Gibraltar,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GIB,Gibraltar,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GIB,Gibraltar,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GIB,Gibraltar,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GIB,Gibraltar,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GIB,Gibraltar,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GIB,Gibraltar,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GIB,Gibraltar,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GIB,Gibraltar,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GIB,Gibraltar,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GRC,Greece,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GRC,Greece,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GRC,Greece,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GRC,Greece,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GRC,Greece,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GRC,Greece,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GRC,Greece,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GRC,Greece,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GRC,Greece,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GRC,Greece,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GRC,Greece,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GRL,Greenland,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GRL,Greenland,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GRL,Greenland,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GRL,Greenland,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GRL,Greenland,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GRL,Greenland,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GRL,Greenland,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GRL,Greenland,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GRL,Greenland,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GRL,Greenland,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GRL,Greenland,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GRD,Grenada,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GRD,Grenada,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GRD,Grenada,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GRD,Grenada,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GRD,Grenada,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GRD,Grenada,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GRD,Grenada,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GRD,Grenada,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GRD,Grenada,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GRD,Grenada,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GRD,Grenada,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GLP,Guadeloupe,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GLP,Guadeloupe,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GLP,Guadeloupe,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GLP,Guadeloupe,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GLP,Guadeloupe,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GLP,Guadeloupe,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GLP,Guadeloupe,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GLP,Guadeloupe,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GLP,Guadeloupe,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GLP,Guadeloupe,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GLP,Guadeloupe,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GUM,Guam,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GUM,Guam,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GUM,Guam,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GUM,Guam,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GUM,Guam,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GUM,Guam,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GUM,Guam,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GUM,Guam,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GUM,Guam,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GUM,Guam,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GUM,Guam,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GTM,Guatemala,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GTM,Guatemala,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GTM,Guatemala,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GTM,Guatemala,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GTM,Guatemala,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GTM,Guatemala,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GTM,Guatemala,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GTM,Guatemala,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GTM,Guatemala,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GTM,Guatemala,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GTM,Guatemala,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GGY,Guernsey,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GGY,Guernsey,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
GGY,Guernsey,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
GGY,Guernsey,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
GGY,Guernsey,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
GGY,Guernsey,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
GGY,Guernsey,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
GGY,Guernsey,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
GGY,Guernsey,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
GGY,Guernsey,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
GGY,Guernsey,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
GIN,Guinea,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
GIN,Guinea,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
