# TIER 1 Country Best Datasets - All Countries
# Generated:,2025-10-08 17:07:30

Country,Category,Dataset Name,Source/Provider,Resolution,Temporal Coverage,Update Frequency,Access,API Available,URL,Quality (1-5),Notes
USA,LAND COVER / LAND USE,NLCD 2021 and Annual NLCD[8][9],** Multi-Resolution Land Characteristics (MRLC) Consortium - USGS/EPA/NOAA/USFS partnership[9][8],** 30m (Landsat-based)[10],"** Historical epochs (2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019, 2021) plus annual products from 2000-present[11]",** Major releases every 2-5 years; annual products updated yearly[11],** Open/Free[8],** Yes - WMS services available through MRLC[8],** https://www.mrlc.gov[8],5,"** Authoritative US land cover product with 16 Anderson Level II classes. Excellent temporal consistency for change detection. Overall accuracy typically 85-90%. Includes impervious surface, tree canopy, and land cover change products. Essential for environmental impact assessments.[12][9]"
USA,LAND COVER / LAND USE,ESA WorldCover (Global),,,,,,,,3,
USA,LAND COVER / LAND USE,ESA WorldCover,** European Space Agency,** 10m (Sentinel-based),"** 2020, 2021",** Annual,** Open/Free,** Yes - WMS/WFS services,** Available through ESA portals,5,** Higher resolution than NLCD but with simplified classification scheme (11 classes). Excellent for fine-scale land cover analysis.
USA,HYDROLOGY / WATER,NHDPlus High Resolution (NHDPlus HR),,,,,,,,3,
USA,HYDROLOGY / WATER,National Hydrography Dataset Plus High Resolution[13][14],** U.S. Geological Survey / U.S. EPA[14][13],"** 1:24,000 or better[13]",** Current - based on latest NHD updates[15],** Continuous updates through 3D Hydrography Program (3DHP)[15],** Open/Free[14],"** Yes - The National Map API, WMS/WFS services[15]",** https://www.usgs.gov/national-hydrography[13],2,"** Most comprehensive hydrography dataset for the US. Includes streams, rivers, lakes, wetlands, flow direction, catchments, and value-added attributes. Complete coverage for CONUS, Hawaii, US Territories, with Alaska in progress. Derived from 10m 3DEP data ensuring high accuracy. Critical for water crossing analysis and watershed delineation.[14][13]"
USA,HYDROLOGY / WATER,NHDPlus Version 2 (Legacy),,,,,,,,3,
USA,HYDROLOGY / WATER,NHDPlus V2,** EPA/USGS[14],"** 1:100,000",** Complete national coverage,** Static (superseded by NHDPlus HR)[14],** Open/Free,** Limited,** https://www.epa.gov/waterdata/nhdplus-national-hydrography-dataset-plus[14],2,** Complete national coverage with flow routing and catchment delineation. Still useful for network analysis where NHDPlus HR coverage is incomplete.
USA,INFRASTRUCTURE - ROADS,National Transportation Atlas Database (NTAD) - Road Networks,,,,,,,,3,
USA,INFRASTRUCTURE - ROADS,NTAD Roads and Highways[16][17],"** Bureau of Transportation Statistics (BTS), U.S. Department of Transportation[16]","** Varies by dataset; typically 1:100,000 or better",** Current[16],** Continuous updates (changed from annual in 2016)[16],** Open/Free[16],** Yes - REST API via ArcGIS services[17][18],** https://www.bts.gov/ntad[16],3,"** Comprehensive national road network including functional classification, ownership, and attributes. Approximately 90 datasets in total. Suitable for national and regional planning. API access enables programmatic queries.[18][16]"
USA,INFRASTRUCTURE - ROADS,Census TIGER/Line Roads,,,,,,,,3,
USA,INFRASTRUCTURE - ROADS,TIGER/Line Shapefiles - Roads[19],** U.S. Census Bureau[20],"** High detail, typically 1:24,000 equivalent",** Current (as of January 1 of release year)[19],** Annual updates (September release)[19],** Open/Free[20],** Yes - TIGERweb GeoServices REST API[21],** https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html[19],5,** Most detailed free road network for the US. Includes all public roads with detailed attribution. Excellent topology. Updated annually but may lag behind commercial providers for very recent changes.[22][20]
USA,INFRASTRUCTURE - ROADS,OpenStreetMap (OSM) US Coverage,,,,,,,,3,
USA,INFRASTRUCTURE - ROADS,OpenStreetMap United States,** OpenStreetMap Community,"** Variable, typically very detailed in urban areas",** Current (live updates),** Real-time continuous updates,** Open/Free (ODbL license),"** Yes - Overpass API, various extracts",** https://www.openstreetmap.org,5,"** Excellent coverage in urban areas, variable in rural regions. Generally very good road network completeness in the US (>95% of major roads). Crowdsourced data requires validation but often more current than official sources. Road attributes vary by region."
USA,INFRASTRUCTURE - RAILWAYS,North American Rail Network (NARN),,,,,,,,3,
USA,INFRASTRUCTURE - RAILWAYS,North American Rail Network Lines and Nodes[23][18],** Federal Railroad Administration (FRA)[24][18],"** 1:24,000 or better","** Updated July 18, 2025[24]",** Periodic updates (multiple times per year)[18],** Open/Free[18],** Yes - REST API via BTS ArcGIS services[18],** https://geodata.bts.gov[18],5,"** Authoritative rail network data recognized as a National Geospatial Data Asset (NGDA). Includes ownership, trackage rights, passenger/freight designation, and detailed attributes. Complete coverage of Class I, II, III railroads and industrial spurs. Excellent accuracy and completeness for pipeline-rail crossing analysis.[23][18]"
USA,INFRASTRUCTURE - RAILWAYS,OpenStreetMap Railways,,,,,,,,3,
USA,INFRASTRUCTURE - RAILWAYS,OSM Railway Network,** OpenStreetMap Community,** Variable,** Current,** Real-time,** Open/Free,** Yes - Overpass API,** https://www.openstreetmap.org,5,"** Good coverage for active rail lines, excellent for abandoned/historic railways. May include rail lines not in official datasets. Requires validation against FRA data."
USA,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",EIA Electric Power Transmission Lines,,,,,,,,3,
USA,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",U.S. Electric Power Transmission Lines[25][26],** U.S. Energy Information Administration (EIA)[25],** Based on utility submissions and public sources,** Current,** Updated with EIA-861 and EIA-860 survey cycles[27],** Open/Free (spatial data available through various portals)[26],** Yes - EIA Open Data API v2[26][25],** https://www.eia.gov/opendata[26],3,** Comprehensive transmission line data (typically 115kV and above). API provides access to operational and statistical data but spatial GIS data availability varies. Best combined with HIFLD infrastructure data for complete coverage.[25][26]
USA,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",OpenInfraMap / OpenStreetMap Utilities,,,,,,,,3,
USA,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",OpenStreetMap Power Infrastructure,** OpenStreetMap Community,** Variable,** Current,** Real-time,** Open/Free,** Yes - Overpass API,** https://openinframap.org,4,"** Good coverage for major transmission lines, variable for distribution. Crowdsourced data requires validation. Often includes infrastructure not publicly mapped elsewhere. Useful for supplementing official datasets."
USA,INFRASTRUCTURE - PIPELINES,National Pipeline Mapping System (NPMS),,,,,,,,3,
USA,INFRASTRUCTURE - PIPELINES,NPMS Pipeline Data[28][29],"** Pipeline and Hazardous Materials Safety Administration (PHMSA), U.S. Department of Transportation[29][28]",** Transmission pipelines only (not gathering or distribution)[28],** Current - updated annually by operators[29],** Annual operator submissions[28],** Restricted - Public Map Viewer (county-level view) or PIMMA (requires authorization)[30][28],"** No - web viewer only, GIS data requires formal request[30]",** https://www.npms.phmsa.dot.gov[31],3,"** Most comprehensive pipeline location data for the US. Includes gas transmission and hazardous liquid pipelines, LNG plants, and breakout tanks. Does NOT include gathering or distribution lines, interconnects, valves, or operational details. Public viewer limited to county-level access; full GIS data requires government/operator authorization. Essential but access-restricted dataset.[29][30][28]"
USA,INFRASTRUCTURE - PIPELINES,OpenStreetMap Pipelines,,,,,,,,3,
USA,INFRASTRUCTURE - PIPELINES,OSM Pipeline Network,** OpenStreetMap Community,** Variable,** Current,** Real-time,** Open/Free,** Yes - Overpass API,** https://www.openstreetmap.org,3,** Generally incomplete for pipelines as most are not visible or publicly documented. May include above-ground sections and compressor stations. NOT suitable as primary pipeline data source.
USA,PROTECTED AREAS / ENVIRONMENTAL,Protected Areas Database of the United States (PAD-US),,,,,,,,3,
USA,PROTECTED AREAS / ENVIRONMENTAL,PAD-US 3.0[32][33][34],** U.S. Geological Survey Gap Analysis Project[33][32],"** Variable by jurisdiction - typically 1:24,000 or better",** Current as of May 2023 (v3.0)[34],** Major releases every 1-2 years[32],** Open/Free[32],"** Limited - downloadable geodatabase, WMS services available[32]",** https://www.usgs.gov/programs/gap-analysis-project/science/pad-us-data-overview[32],3,"** Official national inventory of protected areas including federal, state, local, nonprofit, and tribal lands. Includes 25+ attributes covering ownership, management, designation type, and GAP status codes. Five feature classes (Fee, Designation, Easement, Marine, Proclamation). Comprehensive coverage of National Parks, Wildlife Refuges, Wilderness Areas, Conservation Easements, and state/local protected areas. Essential for environmental constraint analysis.[35][33][32]"
USA,PROTECTED AREAS / ENVIRONMENTAL,World Database on Protected Areas (WDPA),,,,,,,,3,
USA,PROTECTED AREAS / ENVIRONMENTAL,WDPA,** UNEP-WCMC,** Global,** Current,** Monthly,** Open/Free,** Yes,** https://www.protectedplanet.net,3,"** PAD-US data feeds into WDPA. For US applications, use PAD-US as it's more comprehensive and current."
USA,GEOLOGY / SOIL,USGS National Geologic Map Database,,,,,,,,3,
USA,GEOLOGY / SOIL,NGMDB and State Geological Survey Maps[36][37],** U.S. Geological Survey[37][36],"** Varies by map - typically 1:24,000 to 1:250,000",** Historical to current,** Continuous additions[37],** Open/Free[36],"** Limited - MapView interface, some WMS services[38][39]",** https://ngmdb.usgs.gov[37],3,"** Comprehensive collection of geologic maps from USGS and state surveys. Variable coverage and detail across the country. Essential for understanding bedrock geology, structural features, and geologic hazards. Newer maps available digitally; many older maps being digitized.[36][37]"
USA,GEOLOGY / SOIL,OneGeology,,,,,,,,3,
USA,GEOLOGY / SOIL,OneGeology Portal[40][41],** International consortium including USGS[40],** Variable by contributing survey,** Current,** Continuous,** Open/Free[40],** Yes - WMS/WFS services[42],** https://portal.onegeology.org[41],3,** Provides access to global geological survey data through standardized web services. US coverage from USGS. Useful for cross-border projects and accessing state geological survey data through single portal.[41][40]
USA,GEOLOGY / SOIL,NRCS Soil Survey Geographic Database (SSURGO),,,,,,,,3,
USA,GEOLOGY / SOIL,SSURGO and gSSURGO[43][44],** USDA Natural Resources Conservation Service (NRCS)[44][43],"** 1:12,000 to 1:63,360 (detailed soil mapping units)[45]",** Current - based on century of soil survey work[45],"** Continuous updates via Web Soil Survey, annual gSSURGO releases[44][45]",** Open/Free[43],** Yes - Soil Data Access (SDA) API with REST/POST and WMS/WFS services[45],** https://websoilsurvey.nrcs.usda.gov[46],3,"** Most detailed soil data available for the US. Includes physical, chemical, and interpretive properties. gSSURGO provides statewide rasters (10m resolution by state, 30m for CONUS). 7,000-10,000 daily users. Extensive attribute tables with interpretations for construction, agriculture, and engineering. Essential for pipeline routing (corrosivity, depth to bedrock, drainage, bearing capacity). API access enables efficient large-area queries.[47][45]"
USA,GEOLOGY / SOIL,FAO Harmonized World Soil Database (HWSD),,,,,,,,3,
USA,GEOLOGY / SOIL,HWSD v1.2,** FAO/IIASA,** 1km (coarse),** Static,** Infrequent updates,** Open/Free,** No,** Available through FAO,3,"** For US applications, SSURGO is vastly superior. HWSD useful only for international consistency or areas without SSURGO coverage."
USA,CLIMATE / WEATHER,NOAA National Weather Service API,,,,,,,,3,
USA,CLIMATE / WEATHER,NWS API and Climate Data Online (CDO)[48][49],** National Oceanic and Atmospheric Administration (NOAA)[49][48],** Station-based observations plus gridded products,** Historical (1800s to present) and real-time[50][51],** Real-time for forecasts/observations; historical data continuously archived[48],** Open/Free[49][48],"** Yes - NWS API (weather.gov/api), CDO API v2, REST services, THREDDS servers[52][48][49]",** https://www.weather.gov/documentation/services-web-api (NWS API)[48],5,"** Comprehensive weather and climate data including temperature, precipitation, wind, degree days, extreme events, and 30-year normals. NWS API provides forecasts, alerts, and observations. CDO provides historical data from Global Historical Climatology Network (GHCNd). Multiple access methods (API, web services, bulk downloads). Excellent data quality with extensive station network. Essential for design parameters and construction planning.[50][51][49][48]"
USA,CLIMATE / WEATHER,ERA5 Reanalysis (Global),,,,,,,,3,
USA,CLIMATE / WEATHER,ERA5,** ECMWF/Copernicus,** ~31km (0.25 degree),** 1940-present,** Near real-time (5-day lag),** Open/Free,** Yes - Climate Data Store API,** Available through Copernicus Climate Data Store,5,** Highest quality global reanalysis. Hourly data for hundreds of variables. Excellent for locations without ground stations and for obtaining consistent historical climatologies.
